Using Master Port: 27673
Autodetected device type: cuda
Target examples per step: 32
Device batch size: 4
Examples per step is device_batch_size * ddp_world_size: 8
=> Setting grad accum steps: 4
Scaling the LR for the AdamW parameters ∝1/√(1664/768) = 0.679366
AdamW: 1 param of shape torch.Size([32768, 1664]), sliced=True
AdamW: 1 param of shape torch.Size([32768, 1664]), sliced=True
AdamW: 1 param of shape torch.Size([32768, 1664]), sliced=True
AdamW: 1 param of shape torch.Size([32768, 1664]), sliced=True
AdamW: 1 param of shape torch.Size([32768, 1664]), sliced=True
AdamW: 1 param of shape torch.Size([32768, 1664]), sliced=True
AdamW: 1 param of shape torch.Size([32768, 1664]), sliced=True
AdamW: 1 param of shape torch.Size([32768, 1664]), sliced=True
AdamW: 1 param of shape torch.Size([32768, 1664]), sliced=True
AdamW: 1 param of shape torch.Size([32768, 1664]), sliced=True
AdamW: 1 param of shape torch.Size([32768, 1664]), sliced=True
AdamW: 1 param of shape torch.Size([32768, 1664]), sliced=True
AdamW: 1 param of shape torch.Size([32768, 1664]), sliced=True
AdamW: 1 param of shape torch.Size([32768, 1664]), sliced=True
AdamW: 1 param of shape torch.Size([32768, 1664]), sliced=True
AdamW: 1 param of shape torch.Size([26]), sliced=False
AdamW: 1 param of shape torch.Size([26]), sliced=False
Muon: 13 params of shape torch.Size([13, 32]), chunk_size=7
Muon: 104 params of shape torch.Size([1664, 1664]), chunk_size=52
Muon: 26 params of shape torch.Size([1664, 6656]), chunk_size=13
Muon: 26 params of shape torch.Size([6656, 1664]), chunk_size=13
Step 00000 | Validation loss: 0.791633
Step 00000/00701 | Training loss: 0.460109| lrm: 1.000000| num_tokens: 9,256
Step 00600 | mmlu_acc: 0.404297, arc_easy_acc: 0.715789
Step 00600/00701 | Training loss: 0.916912| lrm: 0.144080| num_tokens: 9,938
Step 00601/00701 | Training loss: 0.548929| lrm: 0.142653| num_tokens: 12,145
Step 00602/00701 | Training loss: 0.630325| lrm: 0.141227| num_tokens: 8,811
Step 00603/00701 | Training loss: 0.507950| lrm: 0.139800| num_tokens: 9,813
Step 00604/00701 | Training loss: 0.581703| lrm: 0.138374| num_tokens: 14,253
Step 00605/00701 | Training loss: 0.983156| lrm: 0.136947| num_tokens: 13,344
Step 00606/00701 | Training loss: 0.647469| lrm: 0.135521| num_tokens: 9,870
Step 00607/00701 | Training loss: 0.846538| lrm: 0.134094| num_tokens: 13,599
Step 00608/00701 | Training loss: 0.881109| lrm: 0.132668| num_tokens: 15,215
Step 00609/00701 | Training loss: 0.474250| lrm: 0.131241| num_tokens: 10,760
Step 00610/00701 | Training loss: 0.538018| lrm: 0.129815| num_tokens: 11,229
Step 00611/00701 | Training loss: 0.508244| lrm: 0.128388| num_tokens: 12,494
Step 00612/00701 | Training loss: 0.329614| lrm: 0.126961| num_tokens: 10,673
Step 00613/00701 | Training loss: 0.694182| lrm: 0.125535| num_tokens: 11,396
Step 00614/00701 | Training loss: 0.694941| lrm: 0.124108| num_tokens: 8,759
Step 00615/00701 | Training loss: 0.746936| lrm: 0.122682| num_tokens: 12,240
Step 00616/00701 | Training loss: 0.766334| lrm: 0.121255| num_tokens: 8,875
Step 00617/00701 | Training loss: 0.516505| lrm: 0.119829| num_tokens: 12,465
Step 00618/00701 | Training loss: 0.464822| lrm: 0.118402| num_tokens: 12,131
Step 00619/00701 | Training loss: 0.353566| lrm: 0.116976| num_tokens: 11,324
Step 00620/00701 | Training loss: 0.624186| lrm: 0.115549| num_tokens: 15,695
Step 00621/00701 | Training loss: 0.876771| lrm: 0.114123| num_tokens: 9,785
Step 00622/00701 | Training loss: 0.598820| lrm: 0.112696| num_tokens: 11,316
Step 00623/00701 | Training loss: 0.493659| lrm: 0.111270| num_tokens: 11,776
Step 00624/00701 | Training loss: 0.697775| lrm: 0.109843| num_tokens: 17,152
Step 00625/00701 | Training loss: 0.176169| lrm: 0.108417| num_tokens: 9,342
Step 00626/00701 | Training loss: 0.563719| lrm: 0.106990| num_tokens: 9,083
Step 00627/00701 | Training loss: 0.367667| lrm: 0.105563| num_tokens: 6,766
Step 00628/00701 | Training loss: 0.656145| lrm: 0.104137| num_tokens: 8,521
Step 00629/00701 | Training loss: 0.483811| lrm: 0.102710| num_tokens: 11,762
Step 00630/00701 | Training loss: 0.968704| lrm: 0.101284| num_tokens: 10,814
Step 00631/00701 | Training loss: 0.545995| lrm: 0.099857| num_tokens: 17,113
Step 00632/00701 | Training loss: 0.413529| lrm: 0.098431| num_tokens: 12,037
Step 00633/00701 | Training loss: 0.469729| lrm: 0.097004| num_tokens: 10,796
Step 00634/00701 | Training loss: 0.699893| lrm: 0.095578| num_tokens: 9,403
Step 00635/00701 | Training loss: 0.844976| lrm: 0.094151| num_tokens: 9,082
Step 00636/00701 | Training loss: 0.633079| lrm: 0.092725| num_tokens: 9,322
Step 00637/00701 | Training loss: 0.682183| lrm: 0.091298| num_tokens: 14,252
Step 00638/00701 | Training loss: 0.441878| lrm: 0.089872| num_tokens: 8,688
Step 00639/00701 | Training loss: 0.517336| lrm: 0.088445| num_tokens: 13,947
Step 00640/00701 | Training loss: 0.679919| lrm: 0.087019| num_tokens: 9,721
Step 00641/00701 | Training loss: 0.656649| lrm: 0.085592| num_tokens: 9,564
Step 00642/00701 | Training loss: 0.495518| lrm: 0.084165| num_tokens: 10,973
Step 00643/00701 | Training loss: 0.569117| lrm: 0.082739| num_tokens: 14,939
Step 00644/00701 | Training loss: 0.681834| lrm: 0.081312| num_tokens: 9,483
Step 00645/00701 | Training loss: 0.606160| lrm: 0.079886| num_tokens: 9,737
Step 00646/00701 | Training loss: 0.556827| lrm: 0.078459| num_tokens: 12,228
Step 00647/00701 | Training loss: 0.925691| lrm: 0.077033| num_tokens: 10,247
Step 00648/00701 | Training loss: 0.484520| lrm: 0.075606| num_tokens: 14,603
Step 00649/00701 | Training loss: 0.549386| lrm: 0.074180| num_tokens: 8,166
Step 00650/00701 | Training loss: 0.747503| lrm: 0.072753| num_tokens: 12,771
Step 00651/00701 | Training loss: 0.815617| lrm: 0.071327| num_tokens: 14,671
Step 00652/00701 | Training loss: 0.647527| lrm: 0.069900| num_tokens: 14,336
Step 00653/00701 | Training loss: 0.631808| lrm: 0.068474| num_tokens: 9,207
Step 00654/00701 | Training loss: 0.580519| lrm: 0.067047| num_tokens: 9,143
Step 00655/00701 | Training loss: 0.613484| lrm: 0.065621| num_tokens: 12,910
Step 00656/00701 | Training loss: 0.501126| lrm: 0.064194| num_tokens: 11,937
Step 00657/00701 | Training loss: 0.699023| lrm: 0.062767| num_tokens: 14,512
Step 00658/00701 | Training loss: 0.477858| lrm: 0.061341| num_tokens: 10,209
Step 00659/00701 | Training loss: 0.511527| lrm: 0.059914| num_tokens: 8,351
Step 00660/00701 | Training loss: 0.771580| lrm: 0.058488| num_tokens: 12,439
Step 00661/00701 | Training loss: 0.845450| lrm: 0.057061| num_tokens: 10,951
Step 00662/00701 | Training loss: 0.476718| lrm: 0.055635| num_tokens: 9,526
Step 00663/00701 | Training loss: 0.492739| lrm: 0.054208| num_tokens: 12,604
Step 00664/00701 | Training loss: 1.256421| lrm: 0.052782| num_tokens: 12,972
Step 00665/00701 | Training loss: 0.219100| lrm: 0.051355| num_tokens: 12,686
Step 00666/00701 | Training loss: 0.823304| lrm: 0.049929| num_tokens: 13,839
Step 00667/00701 | Training loss: 0.340796| lrm: 0.048502| num_tokens: 16,434
Step 00668/00701 | Training loss: 0.340856| lrm: 0.047076| num_tokens: 17,991
Step 00669/00701 | Training loss: 0.424773| lrm: 0.045649| num_tokens: 12,519
Step 00670/00701 | Training loss: 0.868671| lrm: 0.044223| num_tokens: 10,020
Step 00671/00701 | Training loss: 0.720076| lrm: 0.042796| num_tokens: 11,198
Step 00672/00701 | Training loss: 0.464515| lrm: 0.041369| num_tokens: 7,502
Step 00673/00701 | Training loss: 0.910649| lrm: 0.039943| num_tokens: 12,467
Step 00674/00701 | Training loss: 0.408960| lrm: 0.038516| num_tokens: 8,523
Step 00675/00701 | Training loss: 0.343830| lrm: 0.037090| num_tokens: 9,276
Step 00676/00701 | Training loss: 0.733395| lrm: 0.035663| num_tokens: 14,412
Step 00677/00701 | Training loss: 0.696763| lrm: 0.034237| num_tokens: 14,262
Step 00678/00701 | Training loss: 0.512676| lrm: 0.032810| num_tokens: 14,078
Step 00679/00701 | Training loss: 0.865030| lrm: 0.031384| num_tokens: 5,175
Step 00680/00701 | Training loss: 0.413276| lrm: 0.029957| num_tokens: 14,903
Step 00681/00701 | Training loss: 0.414626| lrm: 0.028531| num_tokens: 12,310
Step 00682/00701 | Training loss: 0.599130| lrm: 0.027104| num_tokens: 13,041
Step 00683/00701 | Training loss: 0.345973| lrm: 0.025678| num_tokens: 10,871
Step 00684/00701 | Training loss: 0.759685| lrm: 0.024251| num_tokens: 15,082
Step 00685/00701 | Training loss: 0.660119| lrm: 0.022825| num_tokens: 11,492
Step 00686/00701 | Training loss: 0.735941| lrm: 0.021398| num_tokens: 12,716
Step 00687/00701 | Training loss: 0.394976| lrm: 0.019971| num_tokens: 11,045
Step 00688/00701 | Training loss: 0.467817| lrm: 0.018545| num_tokens: 10,428
Step 00689/00701 | Training loss: 0.617303| lrm: 0.017118| num_tokens: 7,962
Step 00690/00701 | Training loss: 0.845365| lrm: 0.015692| num_tokens: 11,570
Step 00691/00701 | Training loss: 0.490753| lrm: 0.014265| num_tokens: 12,984
Step 00692/00701 | Training loss: 0.632518| lrm: 0.012839| num_tokens: 12,395
Step 00693/00701 | Training loss: 1.126097| lrm: 0.011412| num_tokens: 13,045
Step 00694/00701 | Training loss: 0.770635| lrm: 0.009986| num_tokens: 7,264
Step 00695/00701 | Training loss: 0.340752| lrm: 0.008559| num_tokens: 9,571
Step 00696/00701 | Training loss: 0.582061| lrm: 0.007133| num_tokens: 14,347
Step 00697/00701 | Training loss: 0.515206| lrm: 0.005706| num_tokens: 12,443
Step 00698/00701 | Training loss: 0.459231| lrm: 0.004280| num_tokens: 7,595
Step 00699/00701 | Training loss: 0.388668| lrm: 0.002853| num_tokens: 13,055
Step 00700 | Validation loss: 0.800208
Final: 420/1024 (41.02%)
Final: 415/570 (72.81%)
Step 00700 | mmlu_acc: 0.410156, arc_easy_acc: 0.728070
✅ Saved model checkpoint to /public_hw/share/cit_ztyu/cz/nanochat/chatsft_checkpoints/d26
