Using Master Port: 41834
Autodetected device type: cuda
Calculated number of steps: 467
Scaling the LR for the AdamW parameters ∝1/√(1664/768) = 0.679366
AdamW: 1 param of shape torch.Size([32768, 1664]), sliced=True
AdamW: 1 param of shape torch.Size([32768, 1664]), sliced=True
AdamW: 1 param of shape torch.Size([32768, 1664]), sliced=True
AdamW: 1 param of shape torch.Size([32768, 1664]), sliced=True
AdamW: 1 param of shape torch.Size([32768, 1664]), sliced=True
AdamW: 1 param of shape torch.Size([32768, 1664]), sliced=True
AdamW: 1 param of shape torch.Size([32768, 1664]), sliced=True
AdamW: 1 param of shape torch.Size([32768, 1664]), sliced=True
AdamW: 1 param of shape torch.Size([32768, 1664]), sliced=True
AdamW: 1 param of shape torch.Size([32768, 1664]), sliced=True
AdamW: 1 param of shape torch.Size([32768, 1664]), sliced=True
AdamW: 1 param of shape torch.Size([32768, 1664]), sliced=True
AdamW: 1 param of shape torch.Size([32768, 1664]), sliced=True
AdamW: 1 param of shape torch.Size([32768, 1664]), sliced=True
AdamW: 1 param of shape torch.Size([32768, 1664]), sliced=True
AdamW: 1 param of shape torch.Size([26]), sliced=False
AdamW: 1 param of shape torch.Size([26]), sliced=False
Muon: 13 params of shape torch.Size([13, 32]), chunk_size=7
Muon: 104 params of shape torch.Size([1664, 1664]), chunk_size=52
Muon: 26 params of shape torch.Size([1664, 6656]), chunk_size=13
Muon: 26 params of shape torch.Size([6656, 1664]), chunk_size=13
Total sequences per step: 256
Calculated examples per rank: 8
Step 0 | Pass@1: 0.1275, Pass@2: 0.1650, Pass@3: 0.2150, Pass@4: 0.2625, Pass@5: 0.2950, Pass@6: 0.3025, Pass@7: 0.3150, Pass@8: 0.3350
Step 0/467 | Example step 0 | Pass 0 | loss: -0.000877 | Average reward: 0.625
Step 136/467 | Example step 5 | Pass 0 | loss: -0.000354 | Average reward: 0.625
Step 136/467 | Example step 5 | Pass 1 | loss: 0.000169 | Average reward: 0.75
Step 136/467 | Example step 6 | Pass 0 | loss: -0.000000 | Average reward: 0.0
Step 136/467 | Example step 6 | Pass 1 | loss: -0.000000 | Average reward: 0.0
Step 136/467 | Example step 7 | Pass 0 | loss: -0.000000 | Average reward: 0.0
Step 136/467 | Example step 7 | Pass 1 | loss: -0.000000 | Average reward: 0.0
Step 136/467 | Average reward: 0.1328125 | Average sequence length: 227.55
Step 137/467 | Example step 0 | Pass 0 | loss: 0.001871 | Average reward: 0.5
Step 137/467 | Example step 0 | Pass 1 | loss: -0.002130 | Average reward: 0.125
Step 137/467 | Example step 1 | Pass 0 | loss: -0.003052 | Average reward: 0.5
Step 137/467 | Example step 1 | Pass 1 | loss: 0.001435 | Average reward: 0.875
Step 137/467 | Example step 2 | Pass 0 | loss: -0.001556 | Average reward: 0.625
Step 137/467 | Example step 2 | Pass 1 | loss: 0.001812 | Average reward: 0.875
Step 137/467 | Example step 3 | Pass 0 | loss: -0.000000 | Average reward: 0.0
Step 137/467 | Example step 3 | Pass 1 | loss: -0.000000 | Average reward: 0.0
Step 137/467 | Example step 4 | Pass 0 | loss: -0.000000 | Average reward: 0.0
Step 137/467 | Example step 4 | Pass 1 | loss: -0.000000 | Average reward: 0.0
Step 137/467 | Example step 5 | Pass 0 | loss: -0.001609 | Average reward: 0.125
Step 137/467 | Example step 5 | Pass 1 | loss: -0.000006 | Average reward: 0.25
Step 137/467 | Example step 6 | Pass 0 | loss: -0.000614 | Average reward: 0.375
Step 137/467 | Example step 6 | Pass 1 | loss: -0.001008 | Average reward: 0.375
Step 137/467 | Example step 7 | Pass 0 | loss: -0.000000 | Average reward: 0.0
Step 137/467 | Example step 7 | Pass 1 | loss: -0.000000 | Average reward: 0.0
Step 137/467 | Average reward: 0.38671875 | Average sequence length: 165.70
Step 138/467 | Example step 0 | Pass 0 | loss: -0.000000 | Average reward: 1.0
Step 138/467 | Example step 0 | Pass 1 | loss: -0.000000 | Average reward: 1.0
Step 138/467 | Example step 1 | Pass 0 | loss: 0.001316 | Average reward: 0.25
Step 138/467 | Example step 1 | Pass 1 | loss: -0.001979 | Average reward: 0.0
Step 138/467 | Example step 2 | Pass 0 | loss: -0.000000 | Average reward: 0.0
Step 138/467 | Example step 2 | Pass 1 | loss: -0.000000 | Average reward: 0.0
Step 138/467 | Example step 3 | Pass 0 | loss: -0.001612 | Average reward: 0.625
Step 138/467 | Example step 3 | Pass 1 | loss: 0.000467 | Average reward: 0.875
Step 138/467 | Example step 4 | Pass 0 | loss: -0.001940 | Average reward: 0.5
Step 138/467 | Example step 4 | Pass 1 | loss: 0.000273 | Average reward: 0.75
Step 138/467 | Example step 5 | Pass 0 | loss: -0.002899 | Average reward: 0.25
Step 138/467 | Example step 5 | Pass 1 | loss: 0.000545 | Average reward: 0.5
Step 138/467 | Example step 6 | Pass 0 | loss: 0.001829 | Average reward: 0.125
Step 138/467 | Example step 6 | Pass 1 | loss: -0.000969 | Average reward: 0.0
Step 138/467 | Example step 7 | Pass 0 | loss: -0.000000 | Average reward: 0.0
Step 138/467 | Example step 7 | Pass 1 | loss: -0.000000 | Average reward: 0.0
Step 138/467 | Average reward: 0.4765625 | Average sequence length: 184.82
Step 139/467 | Example step 0 | Pass 0 | loss: -0.000000 | Average reward: 0.0
Step 139/467 | Example step 0 | Pass 1 | loss: -0.000000 | Average reward: 0.0
Step 139/467 | Example step 1 | Pass 0 | loss: -0.003568 | Average reward: 0.625
Step 139/467 | Example step 1 | Pass 1 | loss: 0.000635 | Average reward: 0.875
Step 139/467 | Example step 2 | Pass 0 | loss: -0.000000 | Average reward: 0.0
Step 139/467 | Example step 2 | Pass 1 | loss: -0.000000 | Average reward: 0.0
Step 139/467 | Example step 3 | Pass 0 | loss: -0.001756 | Average reward: 0.125
Step 139/467 | Example step 3 | Pass 1 | loss: 0.001611 | Average reward: 0.375
Step 139/467 | Example step 4 | Pass 0 | loss: 0.001639 | Average reward: 0.125
Step 139/467 | Example step 4 | Pass 1 | loss: -0.000282 | Average reward: 0.0
Step 139/467 | Example step 5 | Pass 0 | loss: 0.001526 | Average reward: 0.375
Step 139/467 | Example step 5 | Pass 1 | loss: -0.001935 | Average reward: 0.0
Step 139/467 | Example step 6 | Pass 0 | loss: -0.000000 | Average reward: 1.0
Step 139/467 | Example step 6 | Pass 1 | loss: -0.000000 | Average reward: 1.0
Step 139/467 | Example step 7 | Pass 0 | loss: -0.000678 | Average reward: 0.75
Step 139/467 | Example step 7 | Pass 1 | loss: -0.001076 | Average reward: 0.75
Step 139/467 | Average reward: 0.37109375 | Average sequence length: 201.25
Step 140/467 | Example step 0 | Pass 0 | loss: -0.000000 | Average reward: 0.0
Step 140/467 | Example step 0 | Pass 1 | loss: -0.000000 | Average reward: 0.0
Step 140/467 | Example step 1 | Pass 0 | loss: -0.000000 | Average reward: 0.0
Step 140/467 | Example step 1 | Pass 1 | loss: -0.000000 | Average reward: 0.0
Step 140/467 | Example step 2 | Pass 0 | loss: -0.000000 | Average reward: 0.0
Step 140/467 | Example step 2 | Pass 1 | loss: -0.000000 | Average reward: 0.0
Step 140/467 | Example step 3 | Pass 0 | loss: -0.000000 | Average reward: 0.0
Step 140/467 | Example step 3 | Pass 1 | loss: -0.000000 | Average reward: 0.0
Step 140/467 | Example step 4 | Pass 0 | loss: -0.000252 | Average reward: 0.5
Step 140/467 | Example step 4 | Pass 1 | loss: -0.000117 | Average reward: 0.5
Step 140/467 | Example step 5 | Pass 0 | loss: -0.000000 | Average reward: 0.0
Step 140/467 | Example step 5 | Pass 1 | loss: -0.000000 | Average reward: 0.0
Step 140/467 | Example step 6 | Pass 0 | loss: -0.000000 | Average reward: 1.0
Step 140/467 | Example step 6 | Pass 1 | loss: -0.000000 | Average reward: 1.0
Step 140/467 | Example step 7 | Pass 0 | loss: -0.000000 | Average reward: 0.0
Step 140/467 | Example step 7 | Pass 1 | loss: -0.000000 | Average reward: 0.0
Step 140/467 | Average reward: 0.2421875 | Average sequence length: 191.21
Step 141/467 | Example step 0 | Pass 0 | loss: 0.000680 | Average reward: 0.125
Step 141/467 | Example step 0 | Pass 1 | loss: -0.000907 | Average reward: 0.0
Step 141/467 | Example step 1 | Pass 0 | loss: 0.000136 | Average reward: 1.0
Step 141/467 | Example step 1 | Pass 1 | loss: -0.000510 | Average reward: 0.875
Step 141/467 | Example step 2 | Pass 0 | loss: -0.000000 | Average reward: 0.0
Step 141/467 | Example step 2 | Pass 1 | loss: -0.000000 | Average reward: 0.0
Step 141/467 | Example step 3 | Pass 0 | loss: -0.000000 | Average reward: 1.0
Step 141/467 | Example step 3 | Pass 1 | loss: -0.000000 | Average reward: 1.0
Step 141/467 | Example step 4 | Pass 0 | loss: -0.000361 | Average reward: 0.0
Step 141/467 | Example step 4 | Pass 1 | loss: 0.000432 | Average reward: 0.125
Step 141/467 | Example step 5 | Pass 0 | loss: -0.000000 | Average reward: 0.0
Step 141/467 | Example step 5 | Pass 1 | loss: -0.000000 | Average reward: 0.0
Step 141/467 | Example step 6 | Pass 0 | loss: -0.000000 | Average reward: 0.0
Step 141/467 | Example step 6 | Pass 1 | loss: -0.000000 | Average reward: 0.0
Step 141/467 | Example step 7 | Pass 0 | loss: 0.001021 | Average reward: 0.125
Step 141/467 | Example step 7 | Pass 1 | loss: -0.000512 | Average reward: 0.0
Step 141/467 | Average reward: 0.40625 | Average sequence length: 186.86
Step 142/467 | Example step 0 | Pass 0 | loss: -0.000000 | Average reward: 0.0
Step 142/467 | Example step 0 | Pass 1 | loss: -0.000000 | Average reward: 0.0
Step 142/467 | Example step 1 | Pass 0 | loss: 0.000464 | Average reward: 1.0
Step 142/467 | Example step 1 | Pass 1 | loss: -0.001456 | Average reward: 0.875
Step 142/467 | Example step 2 | Pass 0 | loss: -0.000000 | Average reward: 0.0
Step 142/467 | Example step 2 | Pass 1 | loss: -0.000000 | Average reward: 0.0
Step 142/467 | Example step 3 | Pass 0 | loss: -0.000000 | Average reward: 0.0
Step 142/467 | Example step 3 | Pass 1 | loss: -0.000000 | Average reward: 0.0
Step 142/467 | Example step 4 | Pass 0 | loss: 0.000077 | Average reward: 0.625
Step 142/467 | Example step 4 | Pass 1 | loss: -0.000691 | Average reward: 0.625
Step 142/467 | Example step 5 | Pass 0 | loss: 0.002700 | Average reward: 0.25
Step 142/467 | Example step 5 | Pass 1 | loss: -0.002579 | Average reward: 0.0
Step 142/467 | Example step 6 | Pass 0 | loss: -0.000000 | Average reward: 1.0
Step 142/467 | Example step 6 | Pass 1 | loss: -0.000000 | Average reward: 1.0
Step 142/467 | Example step 7 | Pass 0 | loss: -0.000000 | Average reward: 0.0
Step 142/467 | Example step 7 | Pass 1 | loss: -0.000000 | Average reward: 0.0
Step 142/467 | Average reward: 0.22265625 | Average sequence length: 187.06
Step 143/467 | Example step 0 | Pass 0 | loss: -0.000000 | Average reward: 0.0
Step 143/467 | Example step 0 | Pass 1 | loss: -0.000000 | Average reward: 0.0
Step 143/467 | Example step 1 | Pass 0 | loss: -0.000000 | Average reward: 1.0
Step 143/467 | Example step 1 | Pass 1 | loss: -0.000000 | Average reward: 1.0
Step 143/467 | Example step 2 | Pass 0 | loss: -0.000793 | Average reward: 0.0
Step 143/467 | Example step 2 | Pass 1 | loss: 0.000299 | Average reward: 0.125
Step 143/467 | Example step 3 | Pass 0 | loss: 0.000039 | Average reward: 0.75
Step 143/467 | Example step 3 | Pass 1 | loss: -0.000803 | Average reward: 0.625
Step 143/467 | Example step 4 | Pass 0 | loss: -0.000000 | Average reward: 0.0
Step 143/467 | Example step 4 | Pass 1 | loss: -0.000000 | Average reward: 0.0
Step 143/467 | Example step 5 | Pass 0 | loss: -0.000000 | Average reward: 0.0
Step 143/467 | Example step 5 | Pass 1 | loss: -0.000000 | Average reward: 0.0
Step 143/467 | Example step 6 | Pass 0 | loss: -0.000000 | Average reward: 0.0
Step 143/467 | Example step 6 | Pass 1 | loss: -0.000000 | Average reward: 0.0
Step 143/467 | Example step 7 | Pass 0 | loss: -0.000000 | Average reward: 0.0
Step 143/467 | Example step 7 | Pass 1 | loss: -0.000000 | Average reward: 0.0
Step 143/467 | Average reward: 0.2578125 | Average sequence length: 180.18
Step 144/467 | Example step 0 | Pass 0 | loss: -0.000000 | Average reward: 1.0
Step 144/467 | Example step 0 | Pass 1 | loss: -0.000000 | Average reward: 1.0
Step 144/467 | Example step 1 | Pass 0 | loss: -0.000000 | Average reward: 0.0
Step 144/467 | Example step 1 | Pass 1 | loss: -0.000000 | Average reward: 0.0
Step 144/467 | Example step 2 | Pass 0 | loss: -0.000000 | Average reward: 0.0
Step 144/467 | Example step 2 | Pass 1 | loss: -0.000000 | Average reward: 0.0
Step 144/467 | Example step 3 | Pass 0 | loss: -0.000003 | Average reward: 0.125
Step 144/467 | Example step 3 | Pass 1 | loss: 0.000414 | Average reward: 0.25
Step 144/467 | Example step 4 | Pass 0 | loss: -0.000000 | Average reward: 0.0
Step 144/467 | Example step 4 | Pass 1 | loss: -0.000000 | Average reward: 0.0
Step 144/467 | Example step 5 | Pass 0 | loss: -0.000000 | Average reward: 0.0
Step 144/467 | Example step 5 | Pass 1 | loss: -0.000000 | Average reward: 0.0
Step 144/467 | Example step 6 | Pass 0 | loss: -0.000000 | Average reward: 0.0
Step 144/467 | Example step 6 | Pass 1 | loss: -0.000000 | Average reward: 0.0
Step 144/467 | Example step 7 | Pass 0 | loss: 0.000657 | Average reward: 0.625
Step 144/467 | Example step 7 | Pass 1 | loss: -0.000247 | Average reward: 0.5
Step 144/467 | Average reward: 0.13671875 | Average sequence length: 189.58
Step 145/467 | Example step 0 | Pass 0 | loss: -0.000000 | Average reward: 0.0
Step 145/467 | Example step 0 | Pass 1 | loss: -0.000000 | Average reward: 0.0
Step 145/467 | Example step 1 | Pass 0 | loss: -0.000000 | Average reward: 0.0
Step 145/467 | Example step 1 | Pass 1 | loss: -0.000000 | Average reward: 0.0
Step 145/467 | Example step 2 | Pass 0 | loss: 0.000134 | Average reward: 0.375
Step 145/467 | Example step 2 | Pass 1 | loss: 0.001861 | Average reward: 0.625
Step 145/467 | Example step 3 | Pass 0 | loss: -0.000000 | Average reward: 0.0
Step 145/467 | Example step 3 | Pass 1 | loss: -0.000000 | Average reward: 0.0
Step 145/467 | Example step 4 | Pass 0 | loss: -0.000000 | Average reward: 0.0
Step 145/467 | Example step 4 | Pass 1 | loss: -0.000000 | Average reward: 0.0
Step 145/467 | Example step 5 | Pass 0 | loss: -0.000000 | Average reward: 0.0
Step 145/467 | Example step 5 | Pass 1 | loss: -0.000000 | Average reward: 0.0
Step 145/467 | Example step 6 | Pass 0 | loss: 0.001183 | Average reward: 0.125
Step 145/467 | Example step 6 | Pass 1 | loss: -0.000721 | Average reward: 0.0
Step 145/467 | Example step 7 | Pass 0 | loss: 0.000240 | Average reward: 0.25
Step 145/467 | Example step 7 | Pass 1 | loss: -0.000374 | Average reward: 0.25
Step 145/467 | Average reward: 0.1640625 | Average sequence length: 170.95
Step 146/467 | Example step 0 | Pass 0 | loss: -0.000000 | Average reward: 0.0
Step 146/467 | Example step 0 | Pass 1 | loss: -0.000000 | Average reward: 0.0
Step 146/467 | Example step 1 | Pass 0 | loss: 0.000439 | Average reward: 0.5
Step 146/467 | Example step 1 | Pass 1 | loss: -0.001893 | Average reward: 0.25
Step 146/467 | Example step 2 | Pass 0 | loss: 0.002820 | Average reward: 0.25
Step 146/467 | Example step 2 | Pass 1 | loss: -0.001320 | Average reward: 0.0
Step 146/467 | Example step 3 | Pass 0 | loss: 0.000260 | Average reward: 0.125
Step 146/467 | Example step 3 | Pass 1 | loss: -0.001231 | Average reward: 0.0
Step 146/467 | Example step 4 | Pass 0 | loss: 0.000347 | Average reward: 0.375
Step 146/467 | Example step 4 | Pass 1 | loss: -0.001456 | Average reward: 0.375
Step 146/467 | Example step 5 | Pass 0 | loss: -0.000000 | Average reward: 0.0
Step 146/467 | Example step 5 | Pass 1 | loss: -0.000000 | Average reward: 0.0
Step 146/467 | Example step 6 | Pass 0 | loss: -0.000000 | Average reward: 1.0
Step 146/467 | Example step 6 | Pass 1 | loss: -0.000000 | Average reward: 1.0
Step 146/467 | Example step 7 | Pass 0 | loss: -0.002493 | Average reward: 0.375
Step 146/467 | Example step 7 | Pass 1 | loss: 0.001345 | Average reward: 0.75
Step 146/467 | Average reward: 0.34765625 | Average sequence length: 187.02
Step 147/467 | Example step 0 | Pass 0 | loss: -0.000451 | Average reward: 0.875
Step 147/467 | Example step 0 | Pass 1 | loss: 0.000641 | Average reward: 1.0
Step 147/467 | Example step 1 | Pass 0 | loss: 0.000003 | Average reward: 0.375
Step 147/467 | Example step 1 | Pass 1 | loss: 0.001005 | Average reward: 0.5
Step 147/467 | Example step 2 | Pass 0 | loss: -0.000000 | Average reward: 0.0
Step 147/467 | Example step 2 | Pass 1 | loss: -0.000000 | Average reward: 0.0
Step 147/467 | Example step 3 | Pass 0 | loss: -0.000000 | Average reward: 0.0
Step 147/467 | Example step 3 | Pass 1 | loss: -0.000000 | Average reward: 0.0
Step 147/467 | Example step 4 | Pass 0 | loss: -0.000065 | Average reward: 0.125
Step 147/467 | Example step 4 | Pass 1 | loss: -0.001394 | Average reward: 0.125
Step 147/467 | Example step 5 | Pass 0 | loss: -0.000561 | Average reward: 0.625
Step 147/467 | Example step 5 | Pass 1 | loss: -0.000167 | Average reward: 0.625
Step 147/467 | Example step 6 | Pass 0 | loss: -0.000000 | Average reward: 0.0
Step 147/467 | Example step 6 | Pass 1 | loss: -0.000000 | Average reward: 0.0
Step 147/467 | Example step 7 | Pass 0 | loss: -0.001168 | Average reward: 0.0
Step 147/467 | Example step 7 | Pass 1 | loss: 0.001015 | Average reward: 0.25
Step 147/467 | Average reward: 0.171875 | Average sequence length: 188.20
Step 148/467 | Example step 0 | Pass 0 | loss: -0.000403 | Average reward: 0.0
Step 148/467 | Example step 0 | Pass 1 | loss: 0.000152 | Average reward: 0.125
Step 148/467 | Example step 1 | Pass 0 | loss: -0.001656 | Average reward: 0.875
Step 148/467 | Example step 1 | Pass 1 | loss: -0.000262 | Average reward: 0.875
Step 148/467 | Example step 2 | Pass 0 | loss: -0.000000 | Average reward: 0.0
Step 148/467 | Example step 2 | Pass 1 | loss: -0.000000 | Average reward: 0.0
Step 148/467 | Example step 3 | Pass 0 | loss: -0.000000 | Average reward: 0.0
Step 148/467 | Example step 3 | Pass 1 | loss: -0.000000 | Average reward: 0.0
Step 148/467 | Example step 4 | Pass 0 | loss: 0.000119 | Average reward: 0.25
Step 148/467 | Example step 4 | Pass 1 | loss: 0.001397 | Average reward: 0.25
Step 148/467 | Example step 5 | Pass 0 | loss: -0.002303 | Average reward: 0.5
Step 148/467 | Example step 5 | Pass 1 | loss: -0.000561 | Average reward: 0.75
Step 148/467 | Example step 6 | Pass 0 | loss: 0.000183 | Average reward: 0.5
Step 148/467 | Example step 6 | Pass 1 | loss: -0.001414 | Average reward: 0.125
Step 148/467 | Example step 7 | Pass 0 | loss: -0.000000 | Average reward: 0.0
Step 148/467 | Example step 7 | Pass 1 | loss: -0.000000 | Average reward: 0.0
Step 148/467 | Average reward: 0.40234375 | Average sequence length: 187.80
Step 149/467 | Example step 0 | Pass 0 | loss: -0.000000 | Average reward: 0.0
Step 149/467 | Example step 0 | Pass 1 | loss: -0.000000 | Average reward: 0.0
Step 149/467 | Example step 1 | Pass 0 | loss: -0.000000 | Average reward: 0.0
Step 149/467 | Example step 1 | Pass 1 | loss: -0.000000 | Average reward: 0.0
Step 149/467 | Example step 2 | Pass 0 | loss: -0.000000 | Average reward: 1.0
Step 149/467 | Example step 2 | Pass 1 | loss: -0.000000 | Average reward: 1.0
Step 149/467 | Example step 3 | Pass 0 | loss: -0.001113 | Average reward: 0.125
Step 149/467 | Example step 3 | Pass 1 | loss: -0.000615 | Average reward: 0.125
Step 149/467 | Example step 4 | Pass 0 | loss: -0.000000 | Average reward: 0.0
Step 149/467 | Example step 4 | Pass 1 | loss: -0.000000 | Average reward: 0.0
Step 149/467 | Example step 5 | Pass 0 | loss: -0.000000 | Average reward: 0.0
Step 149/467 | Example step 5 | Pass 1 | loss: -0.000000 | Average reward: 0.0
Step 149/467 | Example step 6 | Pass 0 | loss: -0.002929 | Average reward: 0.75
Step 149/467 | Example step 6 | Pass 1 | loss: 0.000116 | Average reward: 0.875
Step 149/467 | Example step 7 | Pass 0 | loss: -0.000000 | Average reward: 0.0
Step 149/467 | Example step 7 | Pass 1 | loss: -0.000000 | Average reward: 0.0
Step 149/467 | Average reward: 0.2890625 | Average sequence length: 178.73
Step 150/467 | Example step 0 | Pass 0 | loss: -0.000000 | Average reward: 1.0
Step 150/467 | Example step 0 | Pass 1 | loss: -0.000000 | Average reward: 1.0
Step 150/467 | Example step 1 | Pass 0 | loss: -0.001046 | Average reward: 0.875
Step 150/467 | Example step 1 | Pass 1 | loss: 0.000282 | Average reward: 1.0
Step 150/467 | Example step 2 | Pass 0 | loss: -0.000174 | Average reward: 0.0
Step 150/467 | Example step 2 | Pass 1 | loss: 0.000254 | Average reward: 0.125
Step 150/467 | Example step 3 | Pass 0 | loss: -0.000000 | Average reward: 0.0
Step 150/467 | Example step 3 | Pass 1 | loss: -0.000000 | Average reward: 0.0
Step 150/467 | Example step 4 | Pass 0 | loss: 0.000804 | Average reward: 0.625
Step 150/467 | Example step 4 | Pass 1 | loss: -0.004329 | Average reward: 0.375
Step 150/467 | Example step 5 | Pass 0 | loss: -0.000397 | Average reward: 0.875
Step 150/467 | Example step 5 | Pass 1 | loss: 0.000151 | Average reward: 1.0
Step 150/467 | Example step 6 | Pass 0 | loss: -0.000000 | Average reward: 0.0
Step 150/467 | Example step 6 | Pass 1 | loss: -0.000000 | Average reward: 0.0
Step 150/467 | Example step 7 | Pass 0 | loss: 0.001691 | Average reward: 0.625
Step 150/467 | Example step 7 | Pass 1 | loss: -0.002266 | Average reward: 0.25
Step 150/467 | Average reward: 0.26171875 | Average sequence length: 171.33
Step 151/467 | Example step 0 | Pass 0 | loss: -0.000301 | Average reward: 0.0
Step 151/467 | Example step 0 | Pass 1 | loss: 0.000160 | Average reward: 0.125
Step 151/467 | Example step 1 | Pass 0 | loss: -0.000216 | Average reward: 0.875
Step 151/467 | Example step 1 | Pass 1 | loss: 0.000548 | Average reward: 1.0
Step 151/467 | Example step 2 | Pass 0 | loss: -0.000000 | Average reward: 0.0
Step 151/467 | Example step 2 | Pass 1 | loss: -0.000000 | Average reward: 0.0
Step 151/467 | Example step 3 | Pass 0 | loss: -0.000000 | Average reward: 0.0
Step 151/467 | Example step 3 | Pass 1 | loss: -0.000000 | Average reward: 0.0
Step 151/467 | Example step 4 | Pass 0 | loss: -0.000000 | Average reward: 0.0
Step 151/467 | Example step 4 | Pass 1 | loss: -0.000000 | Average reward: 0.0
Step 151/467 | Example step 5 | Pass 0 | loss: -0.000000 | Average reward: 0.0
Step 151/467 | Example step 5 | Pass 1 | loss: -0.000000 | Average reward: 0.0
Step 151/467 | Example step 6 | Pass 0 | loss: -0.000000 | Average reward: 0.0
Step 151/467 | Example step 6 | Pass 1 | loss: -0.000000 | Average reward: 0.0
Step 151/467 | Example step 7 | Pass 0 | loss: 0.000450 | Average reward: 0.125
Step 151/467 | Example step 7 | Pass 1 | loss: 0.000497 | Average reward: 0.125
Step 151/467 | Average reward: 0.23828125 | Average sequence length: 179.54
Step 152/467 | Example step 0 | Pass 0 | loss: 0.000924 | Average reward: 0.5
Step 152/467 | Example step 0 | Pass 1 | loss: -0.000986 | Average reward: 0.25
Step 152/467 | Example step 1 | Pass 0 | loss: 0.000162 | Average reward: 0.375
Step 152/467 | Example step 1 | Pass 1 | loss: 0.000309 | Average reward: 0.625
Step 152/467 | Example step 2 | Pass 0 | loss: -0.000000 | Average reward: 0.0
Step 152/467 | Example step 2 | Pass 1 | loss: -0.000000 | Average reward: 0.0
Step 152/467 | Example step 3 | Pass 0 | loss: -0.001608 | Average reward: 0.875
Step 152/467 | Example step 3 | Pass 1 | loss: 0.000273 | Average reward: 1.0
Step 152/467 | Example step 4 | Pass 0 | loss: -0.000000 | Average reward: 0.0
Step 152/467 | Example step 4 | Pass 1 | loss: -0.000000 | Average reward: 0.0
Step 152/467 | Example step 5 | Pass 0 | loss: -0.000000 | Average reward: 1.0
Step 152/467 | Example step 5 | Pass 1 | loss: -0.000000 | Average reward: 1.0
Step 152/467 | Example step 6 | Pass 0 | loss: -0.001958 | Average reward: 0.625
Step 152/467 | Example step 6 | Pass 1 | loss: -0.001808 | Average reward: 0.75
Step 152/467 | Example step 7 | Pass 0 | loss: -0.001640 | Average reward: 0.625
Step 152/467 | Example step 7 | Pass 1 | loss: 0.001702 | Average reward: 1.0
Step 152/467 | Average reward: 0.4140625 | Average sequence length: 169.83
Step 153/467 | Example step 0 | Pass 0 | loss: -0.001746 | Average reward: 0.375
Step 153/467 | Example step 0 | Pass 1 | loss: -0.000099 | Average reward: 0.5
Step 153/467 | Example step 1 | Pass 0 | loss: -0.000000 | Average reward: 0.0
Step 153/467 | Example step 1 | Pass 1 | loss: -0.000000 | Average reward: 0.0
Step 153/467 | Example step 2 | Pass 0 | loss: -0.000000 | Average reward: 0.0
Step 153/467 | Example step 2 | Pass 1 | loss: -0.000000 | Average reward: 0.0
Step 153/467 | Example step 3 | Pass 0 | loss: 0.000024 | Average reward: 0.375
Step 153/467 | Example step 3 | Pass 1 | loss: 0.000190 | Average reward: 0.375
Step 153/467 | Example step 4 | Pass 0 | loss: -0.000000 | Average reward: 0.0
Step 153/467 | Example step 4 | Pass 1 | loss: -0.000000 | Average reward: 0.0
Step 153/467 | Example step 5 | Pass 0 | loss: 0.000591 | Average reward: 0.125
Step 153/467 | Example step 5 | Pass 1 | loss: -0.000746 | Average reward: 0.0
Step 153/467 | Example step 6 | Pass 0 | loss: 0.001873 | Average reward: 0.5
Step 153/467 | Example step 6 | Pass 1 | loss: -0.000995 | Average reward: 0.125
Step 153/467 | Example step 7 | Pass 0 | loss: -0.000019 | Average reward: 0.875
Step 153/467 | Example step 7 | Pass 1 | loss: -0.003027 | Average reward: 0.625
Step 153/467 | Average reward: 0.24609375 | Average sequence length: 180.99
Step 154/467 | Example step 0 | Pass 0 | loss: -0.000916 | Average reward: 0.5
Step 154/467 | Example step 0 | Pass 1 | loss: -0.002357 | Average reward: 0.5
Step 154/467 | Example step 1 | Pass 0 | loss: 0.000506 | Average reward: 0.25
Step 154/467 | Example step 1 | Pass 1 | loss: -0.000546 | Average reward: 0.0
Step 154/467 | Example step 2 | Pass 0 | loss: -0.000000 | Average reward: 0.0
Step 154/467 | Example step 2 | Pass 1 | loss: -0.000000 | Average reward: 0.0
Step 154/467 | Example step 3 | Pass 0 | loss: 0.001993 | Average reward: 0.125
Step 154/467 | Example step 3 | Pass 1 | loss: -0.001122 | Average reward: 0.0
Step 154/467 | Example step 4 | Pass 0 | loss: -0.000976 | Average reward: 0.0
Step 154/467 | Example step 4 | Pass 1 | loss: 0.001173 | Average reward: 0.125
Step 154/467 | Example step 5 | Pass 0 | loss: -0.000000 | Average reward: 0.0
Step 154/467 | Example step 5 | Pass 1 | loss: -0.000000 | Average reward: 0.0
Step 154/467 | Example step 6 | Pass 0 | loss: -0.000000 | Average reward: 1.0
Step 154/467 | Example step 6 | Pass 1 | loss: -0.000000 | Average reward: 1.0
Step 154/467 | Example step 7 | Pass 0 | loss: -0.000000 | Average reward: 0.0
Step 154/467 | Example step 7 | Pass 1 | loss: -0.000000 | Average reward: 0.0
Step 154/467 | Average reward: 0.27734375 | Average sequence length: 182.30
Step 155/467 | Example step 0 | Pass 0 | loss: -0.000711 | Average reward: 0.25
Step 155/467 | Example step 0 | Pass 1 | loss: -0.001323 | Average reward: 0.25
